quan,thang,nam,gia,loaibds
Phú Nhuận,7,2021,162,1
Phú Nhuận,8,2021,162,1
Phú Nhuận,9,2021,164,1
Phú Nhuận,10,2021,168,1
Phú Nhuận,11,2021,166,1
Phú Nhuận,12,2021,166,1
Phú Nhuận,1,2022,168,1
Phú Nhuận,2,2022,168,1
Phú Nhuận,3,2022,165,1
Phú Nhuận,4,2022,164,1
Phú Nhuận,5,2022,164,1
Tân Bình,1,2017,48,1
Tân Bình,2,2017,48,1
Tân Bình,3,2017,62,1
Tân Bình,4,2017,62,1
Tân Bình,5,2017,63,1
Tân Bình,6,2017,70,1
Tân Bình,7,2017,69,1
Tân Bình,8,2017,69,1
Tân Bình,9,2017,70,1
Tân Bình,10,2017,70,1
Tân Bình,11,2017,71,1
Tân Bình,12,2017,70,1
Tân Bình,1,2018,70,1
Tân Bình,2,2018,70,1
Tân Bình,3,2018,72,1
Tân Bình,4,2018,72,1
Tân Bình,5,2018,78,1
Tân Bình,6,2018,79,1
Tân Bình,7,2018,82,1
Tân Bình,8,2018,81,1
Tân Bình,9,2018,82,1
Tân Bình,10,2018,85,1
Tân Bình,11,2018,86,1
Tân Bình,12,2018,90,1
Tân Bình,1,2019,91,1
Tân Bình,2,2019,95,1
Tân Bình,3,2019,100,1
Tân Bình,4,2019,102,1
Tân Bình,5,2019,103,1
Tân Bình,6,2019,105,1
Tân Bình,7,2019,105,1
Tân Bình,8,2019,104,1
Tân Bình,9,2019,104,1
Tân Bình,10,2019,106,1
Tân Bình,11,2019,110,1
Tân Bình,12,2019,109,1
Tân Bình,1,2020,111,1
Tân Bình,2,2020,111,1
Tân Bình,3,2020,112,1
Tân Bình,4,2020,112,1
Tân Bình,5,2020,116,1
Tân Bình,6,2020,119,1
Tân Bình,7,2020,119,1
Tân Bình,8,2020,119,1
Tân Bình,9,2020,120,1
Tân Bình,10,2020,121,1
Tân Bình,11,2020,120,1
Tân Bình,12,2020,121,1
Tân Bình,1,2021,121,1
Tân Bình,2,2021,123,1
Tân Bình,3,2021,125,1
Tân Bình,4,2021,125,1
Tân Bình,5,2021,125,1
Tân Bình,6,2021,125,1
Tân Bình,7,2021,125,1
Tân Bình,8,2021,125,1
Tân Bình,9,2021,124,1
Tân Bình,10,2021,126,1
Tân Bình,11,2021,128,1
Tân Bình,12,2021,128,1
Tân Bình,1,2022,129,1
Tân Bình,2,2022,129,1
Tân Bình,3,2022,130,1
Tân Bình,4,2022,129,1
Tân Bình,5,2022,128,1
Tân Phú,1,2017,63,1
Tân Phú,2,2017,63,1
Tân Phú,3,2017,53,1
Tân Phú,4,2017,53,1
Tân Phú,5,2017,58,1
Tân Phú,6,2017,56,1
Tân Phú,7,2017,56,1
Tân Phú,8,2017,56,1
Tân Phú,9,2017,56,1
Tân Phú,10,2017,56,1
Tân Phú,11,2017,56,1
Tân Phú,12,2017,56,1
Tân Phú,1,2018,55,1
Tân Phú,2,2018,55,1
Tân Phú,3,2018,58,1
Tân Phú,4,2018,60,1
Tân Phú,5,2018,62,1
Tân Phú,6,2018,63,1
Tân Phú,7,2018,65,1
Tân Phú,8,2018,67,1
Tân Phú,9,2018,68,1
Tân Phú,10,2018,71,1
Tân Phú,11,2018,74,1
Tân Phú,12,2018,76,1
Tân Phú,1,2019,79,1
Tân Phú,2,2019,79,1
Tân Phú,3,2019,81,1
Tân Phú,4,2019,83,1
Tân Phú,5,2019,85,1
Tân Phú,6,2019,86,1
Tân Phú,7,2019,87,1
Tân Phú,8,2019,88,1
Tân Phú,9,2019,89,1
Tân Phú,10,2019,92,1
Tân Phú,11,2019,94,1
Tân Phú,12,2019,94,1
Tân Phú,1,2020,94,1
Tân Phú,2,2020,94,1
Tân Phú,3,2020,95,1
Tân Phú,4,2020,96,1
Tân Phú,5,2020,95,1
Tân Phú,6,2020,96,1
Tân Phú,7,2020,96,1
Tân Phú,8,2020,95,1
Tân Phú,9,2020,95,1
Tân Phú,10,2020,95,1
Tân Phú,11,2020,95,1
Tân Phú,12,2020,96,1
Tân Phú,1,2021,96,1
Tân Phú,2,2021,97,1
Tân Phú,3,2021,97,1
Tân Phú,4,2021,242,1
Tân Phú,5,2021,256,1
Tân Phú,6,2021,100,1
Tân Phú,7,2021,100,1
Tân Phú,8,2021,101,1
Tân Phú,9,2021,102,1
Tân Phú,10,2021,103,1
Tân Phú,11,2021,103,1
Tân Phú,12,2021,103,1
Tân Phú,1,2022,103,1
Tân Phú,2,2022,102,1
Tân Phú,3,2022,101,1
Tân Phú,4,2022,101,1
Tân Phú,5,2022,102,1
Thủ Đức,1,2017,0,1
Thủ Đức,2,2017,35,1
Thủ Đức,3,2017,36,1
Thủ Đức,4,2017,41,1
Thủ Đức,5,2017,31,1
Thủ Đức,6,2017,32,1
Thủ Đức,7,2017,32,1
Thủ Đức,8,2017,32,1
Thủ Đức,9,2017,32,1
Thủ Đức,10,2017,32,1
Thủ Đức,11,2017,32,1
Thủ Đức,12,2017,32,1
Thủ Đức,1,2018,32,1
Thủ Đức,2,2018,31,1
Thủ Đức,3,2018,34,1
Thủ Đức,4,2018,36,1
Thủ Đức,5,2018,36,1
Thủ Đức,6,2018,36,1
Thủ Đức,7,2018,38,1
Thủ Đức,8,2018,39,1
Thủ Đức,9,2018,39,1
Thủ Đức,10,2018,42,1
Thủ Đức,11,2018,44,1
Thủ Đức,12,2018,46,1
Thủ Đức,1,2019,46,1
Thủ Đức,2,2019,47,1
Thủ Đức,3,2019,50,1
Thủ Đức,4,2019,51,1
Thủ Đức,5,2019,53,1
Thủ Đức,6,2019,55,1
Thủ Đức,7,2019,56,1
Thủ Đức,8,2019,56,1
Thủ Đức,9,2019,56,1
Thủ Đức,10,2019,57,1
Thủ Đức,11,2019,58,1
Thủ Đức,12,2019,58,1
Thủ Đức,1,2020,60,1
Thủ Đức,2,2020,61,1
Thủ Đức,3,2020,62,1
Thủ Đức,4,2020,63,1
Thủ Đức,5,2020,65,1
Thủ Đức,6,2020,66,1
Thủ Đức,7,2020,64,1
Thủ Đức,8,2020,63,1
Thủ Đức,9,2020,63,1
Thủ Đức,10,2020,63,1
Thủ Đức,11,2020,64,1
Thủ Đức,12,2020,65,1
Thủ Đức,1,2021,66,1
Thủ Đức,2,2021,67,1
Thủ Đức,3,2021,68,1
Thủ Đức,4,2021,69,1
Thủ Đức,5,2021,70,1
Thủ Đức,6,2021,70,1
Thủ Đức,7,2021,70,1
Thủ Đức,8,2021,71,1
Thủ Đức,9,2021,73,1
Thủ Đức,10,2021,75,1
Thủ Đức,11,2021,75,1
Thủ Đức,12,2021,75,1
Thủ Đức,1,2022,75,1
Thủ Đức,2,2022,75,1
Thủ Đức,3,2022,76,1
Thủ Đức,4,2022,77,1
Thủ Đức,5,2022,75,1
Hóc Môn,1,2017,0,1
Hóc Môn,2,2017,0,1
Hóc Môn,3,2017,9,1
Hóc Môn,4,2017,8,1
Hóc Môn,5,2017,18,1
Hóc Môn,6,2017,20,1
Hóc Môn,7,2017,20,1
Hóc Môn,8,2017,23,1
Hóc Môn,9,2017,23,1
Hóc Môn,10,2017,23,1
Hóc Môn,11,2017,23,1
Hóc Môn,12,2017,24,1
Hóc Môn,1,2018,21,1
Hóc Môn,2,2018,23,1
Hóc Môn,3,2018,21,1
Hóc Môn,4,2018,24,1
Hóc Môn,5,2018,24,1
Hóc Môn,6,2018,25,1
Hóc Môn,7,2018,26,1
Hóc Môn,8,2018,26,1
Hóc Môn,9,2018,27,1
Hóc Môn,10,2018,27,1
Hóc Môn,11,2018,29,1
Hóc Môn,12,2018,30,1
Hóc Môn,1,2019,31,1
Hóc Môn,2,2019,32,1
Hóc Môn,3,2019,32,1
Hóc Môn,4,2019,33,1
Hóc Môn,5,2019,32,1
Hóc Môn,6,2019,33,1
Hóc Môn,7,2019,34,1
Hóc Môn,8,2019,37,1
Hóc Môn,9,2019,37,1
Hóc Môn,10,2019,37,1
Hóc Môn,11,2019,38,1
Hóc Môn,12,2019,39,1
Hóc Môn,1,2020,39,1
Hóc Môn,2,2020,38,1
Hóc Môn,3,2020,38,1
Hóc Môn,4,2020,38,1
Hóc Môn,5,2020,38,1
Hóc Môn,6,2020,38,1
Hóc Môn,7,2020,38,1
Hóc Môn,8,2020,38,1
Hóc Môn,9,2020,39,1
Hóc Môn,10,2020,39,1
Hóc Môn,11,2020,39,1
Hóc Môn,12,2020,39,1
Hóc Môn,1,2021,39,1
Hóc Môn,2,2021,40,1
Hóc Môn,3,2021,40,1
Hóc Môn,4,2021,40,1
Hóc Môn,5,2021,42,1
Hóc Môn,6,2021,42,1
Hóc Môn,7,2021,42,1
Hóc Môn,8,2021,42,1
Hóc Môn,9,2021,43,1
Hóc Môn,10,2021,43,1
Hóc Môn,11,2021,44,1
Hóc Môn,12,2021,43,1
Hóc Môn,1,2022,43,1
Hóc Môn,2,2022,43,1
Hóc Môn,3,2022,44,1
Hóc Môn,4,2022,44,1
Hóc Môn,5,2022,44,1
Bình Chánh,1,2017,16,1
Bình Chánh,2,2017,16,1
Bình Chánh,3,2017,16,1
Bình Chánh,4,2017,20,1
Bình Chánh,5,2017,14,1
Bình Chánh,6,2017,13,1
Bình Chánh,7,2017,12,1
Bình Chánh,8,2017,12,1
Bình Chánh,9,2017,12,1
Bình Chánh,10,2017,12,1
Bình Chánh,11,2017,12,1
Bình Chánh,12,2017,14,1
Bình Chánh,1,2018,16,1
Bình Chánh,2,2018,16,1
Bình Chánh,3,2018,27,1
Bình Chánh,4,2018,28,1
Bình Chánh,5,2018,26,1
Bình Chánh,6,2018,28,1
Bình Chánh,7,2018,26,1
Bình Chánh,8,2018,28,1
Bình Chánh,9,2018,28,1
Bình Chánh,10,2018,25,1
Bình Chánh,11,2018,27,1
Bình Chánh,12,2018,27,1
Bình Chánh,1,2019,29,1
Bình Chánh,2,2019,30,1
Bình Chánh,3,2019,18,1
Bình Chánh,4,2019,26,1
Bình Chánh,5,2019,23,1
Bình Chánh,6,2019,27,1
Bình Chánh,7,2019,25,1
Bình Chánh,8,2019,26,1
Bình Chánh,9,2019,28,1
Bình Chánh,10,2019,30,1
Bình Chánh,11,2019,35,1
Bình Chánh,12,2019,35,1
Bình Chánh,1,2020,36,1
Bình Chánh,2,2020,37,1
Bình Chánh,3,2020,36,1
Bình Chánh,4,2020,38,1
Bình Chánh,5,2020,37,1
Bình Chánh,6,2020,38,1
Bình Chánh,7,2020,38,1
Bình Chánh,8,2020,37,1
Bình Chánh,9,2020,39,1
Bình Chánh,10,2020,38,1
Bình Chánh,11,2020,39,1
Bình Chánh,12,2020,38,1
Bình Chánh,1,2021,37,1
Bình Chánh,2,2021,38,1
Bình Chánh,3,2021,38,1
Bình Chánh,4,2021,38,1
Bình Chánh,5,2021,38,1
Bình Chánh,6,2021,36,1
Bình Chánh,7,2021,36,1
Bình Chánh,8,2021,36,1
Bình Chánh,9,2021,35,1
Bình Chánh,10,2021,33,1
Bình Chánh,11,2021,36,1
Bình Chánh,12,2021,37,1
Bình Chánh,1,2022,36,1
Bình Chánh,2,2022,38,1
Bình Chánh,3,2022,38,1
Bình Chánh,4,2022,40,1
Bình Chánh,5,2022,42,1
Nhà Bè,1,2017,0,1
Nhà Bè,2,2017,0,1
Nhà Bè,3,2017,37,1
Nhà Bè,4,2017,37,1
Nhà Bè,5,2017,21,1
Nhà Bè,6,2017,35,1
Nhà Bè,7,2017,35,1
Nhà Bè,8,2017,35,1
Nhà Bè,9,2017,34,1
Nhà Bè,10,2017,34,1
Nhà Bè,11,2017,34,1
Nhà Bè,12,2017,30,1
Nhà Bè,1,2018,32,1
Nhà Bè,2,2018,32,1
Nhà Bè,3,2018,32,1
Nhà Bè,4,2018,35,1
Nhà Bè,5,2018,35,1
Nhà Bè,6,2018,35,1
Nhà Bè,7,2018,39,1
Nhà Bè,8,2018,39,1
Nhà Bè,9,2018,41,1
Nhà Bè,10,2018,40,1
Nhà Bè,11,2018,44,1
Nhà Bè,12,2018,43,1
Nhà Bè,1,2019,41,1
Nhà Bè,2,2019,41,1
Nhà Bè,3,2019,41,1
Nhà Bè,4,2019,42,1
Nhà Bè,5,2019,44,1
Nhà Bè,6,2019,47,1
Nhà Bè,7,2019,51,1
Nhà Bè,8,2019,52,1
Nhà Bè,9,2019,53,1
Nhà Bè,10,2019,54,1
Nhà Bè,11,2019,52,1
Nhà Bè,12,2019,53,1
Nhà Bè,1,2020,53,1
Nhà Bè,2,2020,52,1
Nhà Bè,3,2020,52,1
Nhà Bè,4,2020,54,1
Nhà Bè,5,2020,53,1
Nhà Bè,6,2020,52,1
Nhà Bè,7,2020,52,1
Nhà Bè,8,2020,171,1
Nhà Bè,9,2020,54,1
Nhà Bè,10,2020,53,1
Nhà Bè,11,2020,54,1
Nhà Bè,12,2020,55,1
Nhà Bè,1,2021,55,1
Nhà Bè,2,2021,55,1
Nhà Bè,3,2021,55,1
Nhà Bè,4,2021,56,1
Nhà Bè,5,2021,56,1
Nhà Bè,6,2021,57,1
Nhà Bè,7,2021,57,1
Nhà Bè,8,2021,57,1
Nhà Bè,9,2021,57,1
Nhà Bè,10,2021,57,1
Nhà Bè,11,2021,57,1
Nhà Bè,12,2021,57,1
Nhà Bè,1,2022,57,1
Nhà Bè,2,2022,58,1
Nhà Bè,3,2022,58,1
Nhà Bè,4,2022,57,1
Nhà Bè,5,2022,58,1
1,1,2017,320,0
1,2,2017,320,0
1,3,2017,300,0
1,4,2017,300,0
1,5,2017,392,0
1,6,2017,392,0
1,7,2017,318,0
1,8,2017,277,0
1,9,2017,277,0
1,10,2017,277,0
1,11,2017,277,0
1,12,2017,215,0
1,1,2018,195,0
1,2,2018,197,0
1,3,2018,236,0
1,4,2018,199,0
1,5,2018,198,0
1,6,2018,227,0
1,7,2018,227,0
1,8,2018,227,0
1,9,2018,265,0
1,10,2018,311,0
1,11,2018,668,0
1,12,2018,602,0
1,1,2019,602,0
1,2,2019,559,0
1,3,2019,462,0
1,4,2019,435,0
1,5,2019,359,0
1,6,2019,413,0
1,7,2019,417,0
1,8,2019,394,0
1,9,2019,411,0
1,10,2019,380,0
1,11,2019,357,0
1,12,2019,326,0
1,1,2020,311,0
1,2,2020,492,0
1,3,2020,455,0
1,4,2020,456,0
1,5,2020,499,0
1,6,2020,492,0
1,7,2020,488,0
1,8,2020,480,0
1,9,2020,478,0
1,10,2020,488,0
1,11,2020,476,0
1,12,2020,465,0
1,1,2021,469,0
1,2,2021,462,0
1,3,2021,470,0
1,4,2021,484,0
1,5,2021,503,0
1,6,2021,484,0
1,7,2021,504,0
1,8,2021,469,0
1,9,2021,476,0
1,10,2021,488,0
1,11,2021,504,0
1,12,2021,504,0
1,1,2022,494,0
1,2,2022,512,0
1,3,2022,557,0
1,4,2022,579,0
1,5,2022,425,0
2,1,2017,0,0
2,2,2017,0,0
2,3,2017,42,0
2,4,2017,42,0
2,5,2017,96,0
2,6,2017,60,0
2,7,2017,63,0
2,8,2017,61,0
2,9,2017,59,0
2,10,2017,59,0
2,11,2017,54,0
2,12,2017,56,0
2,1,2018,44,0
2,2,2018,44,0
2,3,2018,45,0
2,4,2018,40,0
2,5,2018,69,0
2,6,2018,79,0
2,7,2018,81,0
2,8,2018,84,0
2,9,2018,81,0
2,10,2018,64,0
2,11,2018,79,0
2,12,2018,65,0
2,1,2019,81,0
2,2,2019,92,0
2,3,2019,93,0
2,4,2019,91,0
2,5,2019,95,0
2,6,2019,105,0
2,7,2019,105,0
2,8,2019,109,0
2,9,2019,112,0
2,10,2019,119,0
2,11,2019,127,0
2,12,2019,125,0
2,1,2020,123,0
2,2,2020,114,0
2,3,2020,114,0
2,4,2020,112,0
2,5,2020,106,0
2,6,2020,102,0
2,7,2020,108,0
2,8,2020,109,0
2,9,2020,108,0
2,10,2020,112,0
2,11,2020,114,0
2,12,2020,115,0
2,1,2021,118,0
2,2,2021,118,0
2,3,2021,119,0
2,4,2021,123,0
2,5,2021,125,0
2,6,2021,128,0
2,7,2021,114,0
2,8,2021,115,0
2,9,2021,719,0
2,10,2021,123,0
2,11,2021,131,0
2,12,2021,134,0
2,1,2022,133,0
2,2,2022,134,0
2,3,2022,130,0
2,4,2022,134,0
2,5,2022,134,0
3,1,2017,0,0
3,2,2017,0,0
3,3,2017,0,0
3,4,2017,0,0
3,5,2017,237,0
3,6,2017,228,0
3,7,2017,246,0
3,8,2017,246,0
3,9,2017,246,0
3,10,2017,246,0
3,11,2017,246,0
3,12,2017,281,0
3,1,2018,265,0
3,2,2018,265,0
3,3,2018,265,0
3,4,2018,265,0
3,5,2018,265,0
3,6,2018,297,0
3,7,2018,300,0
3,8,2018,300,0
3,9,2018,270,0
3,10,2018,270,0
3,11,2018,254,0
3,12,2018,245,0
3,1,2019,251,0
3,2,2019,252,0
3,3,2019,258,0
3,4,2019,290,0
3,5,2019,309,0
3,6,2019,310,0
3,7,2019,316,0
3,8,2019,336,0
3,9,2019,338,0
3,10,2019,333,0
3,11,2019,351,0
3,12,2019,349,0
3,1,2020,356,0
3,2,2020,348,0
3,3,2020,372,0
3,4,2020,400,0
3,5,2020,390,0
3,6,2020,384,0
3,7,2020,382,0
3,8,2020,395,0
3,9,2020,397,0
3,10,2020,386,0
3,11,2020,296,0
3,12,2020,381,0
3,1,2021,394,0
3,2,2021,394,0
3,3,2021,392,0
3,4,2021,391,0
3,5,2021,389,0
3,6,2021,395,0
3,7,2021,398,0
3,8,2021,391,0
3,9,2021,390,0
3,10,2021,385,0
3,11,2021,378,0
3,12,2021,387,0
3,1,2022,391,0
3,2,2022,398,0
3,3,2022,400,0
3,4,2022,387,0
3,5,2022,322,0
4,1,2017,174,0
4,2,2017,174,0
4,3,2017,118,0
4,4,2017,104,0
4,5,2017,118,0
4,6,2017,94,0
4,7,2017,124,0
4,8,2017,124,0
4,9,2017,124,0
4,10,2017,124,0
4,11,2017,126,0
4,12,2017,148,0
4,1,2018,70,0
4,2,2018,70,0
4,3,2018,70,0
4,4,2018,98,0
4,5,2018,96,0
4,6,2018,107,0
4,7,2018,114,0
4,8,2018,130,0
4,9,2018,133,0
4,10,2018,136,0
4,11,2018,138,0
4,12,2018,140,0
4,1,2019,119,0
4,2,2019,111,0
4,3,2019,149,0
4,4,2019,158,0
4,5,2019,173,0
4,6,2019,189,0
4,7,2019,208,0
4,8,2019,202,0
4,9,2019,207,0
4,10,2019,207,0
4,11,2019,203,0
4,12,2019,193,0
4,1,2020,189,0
4,2,2020,195,0
4,3,2020,186,0
4,4,2020,190,0
4,5,2020,191,0
4,6,2020,210,0
4,7,2020,113,0
4,8,2020,205,0
4,9,2020,207,0
4,10,2020,207,0
4,11,2020,212,0
4,12,2020,214,0
4,1,2021,212,0
4,2,2021,220,0
4,3,2021,214,0
4,4,2021,215,0
4,5,2021,220,0
4,6,2021,208,0
4,7,2021,198,0
4,8,2021,204,0
4,9,2021,205,0
4,10,2021,205,0
4,11,2021,206,0
4,12,2021,208,0
4,1,2022,211,0
4,2,2022,214,0
4,3,2022,210,0
4,4,2022,219,0
4,5,2022,217,0
5,1,2017,0,0
5,2,2017,102,0
5,3,2017,102,0
5,4,2017,102,0
5,5,2017,203,0
5,6,2017,203,0
5,7,2017,182,0
5,8,2017,182,0
5,9,2017,182,0
5,10,2017,181,0
5,11,2017,181,0
5,12,2017,168,0
5,1,2018,148,0
5,2,2018,148,0
5,3,2018,148,0
5,4,2018,159,0
5,5,2018,157,0
5,6,2018,176,0
5,7,2018,200,0
5,8,2018,211,0
5,9,2018,211,0
5,10,2018,213,0
5,11,2018,249,0
5,12,2018,243,0
5,1,2019,255,0
5,2,2019,252,0
5,3,2019,242,0
5,4,2019,244,0
5,5,2019,224,0
5,6,2019,227,0
5,7,2019,223,0
5,8,2019,202,0
5,9,2019,201,0
5,10,2019,255,0
5,11,2019,254,0
5,12,2019,341,0
5,1,2020,324,0
5,2,2020,277,0
5,3,2020,267,0
5,4,2020,285,0
5,5,2020,313,0
5,6,2020,302,0
5,7,2020,325,0
5,8,2020,338,0
5,9,2020,335,0
5,10,2020,334,0
5,11,2020,336,0
5,12,2020,333,0
5,1,2021,350,0
5,2,2021,348,0
5,3,2021,349,0
5,4,2021,355,0
5,5,2021,365,0
5,6,2021,371,0
5,7,2021,368,0
5,8,2021,371,0
5,9,2021,364,0
5,10,2021,361,0
5,11,2021,358,0
5,12,2021,354,0
5,1,2022,353,0
5,2,2022,352,0
5,3,2022,261,0
5,4,2022,351,0
5,5,2022,327,0
6,1,2017,0,0
6,2,2017,0,0
6,3,2017,159,0
6,4,2017,159,0
6,5,2017,81,0
6,6,2017,81,0
6,7,2017,73,0
6,8,2017,78,0
6,9,2017,78,0
6,10,2017,78,0
6,11,2017,78,0
6,12,2017,91,0
6,1,2018,102,0
6,2,2018,103,0
6,3,2018,111,0
6,4,2018,113,0
6,5,2018,118,0
6,6,2018,112,0
6,7,2018,113,0
6,8,2018,116,0
6,9,2018,113,0
6,10,2018,111,0
6,11,2018,114,0
6,12,2018,119,0
6,1,2019,119,0
6,2,2019,119,0
6,3,2019,117,0
6,4,2019,117,0
6,5,2019,115,0
6,6,2019,113,0
6,7,2019,116,0
6,8,2019,110,0
6,9,2019,111,0
6,10,2019,112,0
6,11,2019,117,0
6,12,2019,137,0
6,1,2020,153,0
6,2,2020,149,0
6,3,2020,150,0
6,4,2020,155,0
6,5,2020,160,0
6,6,2020,167,0
6,7,2020,165,0
6,8,2020,164,0
6,9,2020,162,0
6,10,2020,160,0
6,11,2020,161,0
6,12,2020,160,0
6,1,2021,162,0
6,2,2021,162,0
6,3,2021,163,0
6,4,2021,167,0
6,5,2021,167,0
6,6,2021,167,0
6,7,2021,167,0
6,8,2021,169,0
6,9,2021,172,0
6,10,2021,172,0
6,11,2021,177,0
6,12,2021,178,0
6,1,2022,176,0
6,2,2022,177,0
6,3,2022,175,0
6,4,2022,174,0
6,5,2022,171,0
7,1,2017,69,0
7,2,2017,69,0
7,3,2017,78,0
7,4,2017,60,0
7,5,2017,61,0
7,6,2017,63,0
7,7,2017,69,0
7,8,2017,69,0
7,9,2017,67,0
7,10,2017,67,0
7,11,2017,68,0
7,12,2017,73,0
7,1,2018,79,0
7,2,2018,79,0
7,3,2018,63,0
7,4,2018,61,0
7,5,2018,62,0
7,6,2018,82,0
7,7,2018,81,0
7,8,2018,81,0
7,9,2018,80,0
7,10,2018,81,0
7,11,2018,94,0
7,12,2018,93,0
7,1,2019,111,0
7,2,2019,109,0
7,3,2019,108,0
7,4,2019,111,0
7,5,2019,117,0
7,6,2019,117,0
7,7,2019,115,0
7,8,2019,125,0
7,9,2019,129,0
7,10,2019,129,0
7,11,2019,134,0
7,12,2019,141,0
7,1,2020,146,0
7,2,2020,139,0
7,3,2020,140,0
7,4,2020,141,0
7,5,2020,136,0
7,6,2020,138,0
7,7,2020,142,0
7,8,2020,142,0
7,9,2020,142,0
7,10,2020,142,0
7,11,2020,143,0
7,12,2020,146,0
7,1,2021,147,0
7,2,2021,144,0
7,3,2021,145,0
7,4,2021,148,0
7,5,2021,161,0
7,6,2021,152,0
7,7,2021,154,0
7,8,2021,154,0
7,9,2021,156,0
7,10,2021,156,0
7,11,2021,154,0
7,12,2021,156,0
7,1,2022,156,0
7,2,2022,159,0
7,3,2022,156,0
7,4,2022,151,0
7,5,2022,150,0
8,1,2017,65,0
8,2,2017,65,0
8,3,2017,91,0
8,4,2017,86,0
8,5,2017,84,0
8,6,2017,73,0
8,7,2017,78,0
8,8,2017,71,0
8,9,2017,73,0
8,10,2017,74,0
8,11,2017,72,0
8,12,2017,74,0
8,1,2018,68,0
8,2,2018,74,0
8,3,2018,74,0
8,4,2018,72,0
8,5,2018,68,0
8,6,2018,68,0
8,7,2018,68,0
8,8,2018,73,0
8,9,2018,80,0
8,10,2018,83,0
8,11,2018,87,0
8,12,2018,89,0
8,1,2019,94,0
8,2,2019,98,0
8,3,2019,98,0
8,4,2019,96,0
8,5,2019,114,0
8,6,2019,110,0
8,7,2019,110,0
8,8,2019,107,0
8,9,2019,116,0
8,10,2019,119,0
8,11,2019,116,0
8,12,2019,114,0
8,1,2020,113,0
8,2,2020,123,0
8,3,2020,119,0
8,4,2020,118,0
8,5,2020,116,0
8,6,2020,118,0
8,7,2020,117,0
8,8,2020,116,0
8,9,2020,114,0
8,10,2020,113,0
8,11,2020,114,0
8,12,2020,116,0
8,1,2021,116,0
8,2,2021,113,0
8,3,2021,116,0
8,4,2021,117,0
8,5,2021,123,0
8,6,2021,128,0
8,7,2021,128,0
8,8,2021,125,0
8,9,2021,158,0
8,10,2021,130,0
8,11,2021,128,0
8,12,2021,127,0
8,1,2022,132,0
8,2,2022,128,0
8,3,2022,129,0
8,4,2022,127,0
8,5,2022,123,0
9,1,2017,0,0
9,2,2017,0,0
9,3,2017,0,0
9,4,2017,0,0
9,5,2017,80,0
9,6,2017,58,0
9,7,2017,58,0
9,8,2017,54,0
9,9,2017,54,0
9,10,2017,54,0
9,11,2017,54,0
9,12,2017,49,0
9,1,2018,43,0
9,2,2018,49,0
9,3,2018,37,0
9,4,2018,40,0
9,5,2018,58,0
9,6,2018,58,0
9,7,2018,37,0
9,8,2018,37,0
9,9,2018,44,0
9,10,2018,43,0
9,11,2018,46,0
9,12,2018,44,0
9,1,2019,55,0
9,2,2019,61,0
9,3,2019,67,0
9,4,2019,68,0
9,5,2019,71,0
9,6,2019,78,0
9,7,2019,77,0
9,8,2019,78,0
9,9,2019,75,0
9,10,2019,78,0
9,11,2019,77,0
9,12,2019,78,0
9,1,2020,81,0
9,2,2020,77,0
9,3,2020,79,0
9,4,2020,78,0
9,5,2020,78,0
9,6,2020,76,0
9,7,2020,76,0
9,8,2020,80,0
9,9,2020,79,0
9,10,2020,79,0
9,11,2020,80,0
9,12,2020,82,0
9,1,2021,84,0
9,2,2021,85,0
9,3,2021,87,0
9,4,2021,90,0
9,5,2021,93,0
9,6,2021,92,0
9,7,2021,94,0
9,8,2021,96,0
9,9,2021,101,0
9,10,2021,104,0
9,11,2021,105,0
9,12,2021,106,0
9,1,2022,104,0
9,2,2022,108,0
