quan,thang,nam,gia,loaibds
9,3,2022,107,0
9,4,2022,111,0
9,5,2022,111,0
10,1,2017,0,0
10,2,2017,197,0
10,3,2017,197,0
10,4,2017,176,0
10,5,2017,109,0
10,6,2017,226,0
10,7,2017,203,0
10,8,2017,203,0
10,9,2017,203,0
10,10,2017,203,0
10,11,2017,222,0
10,12,2017,180,0
10,1,2018,73,0
10,2,2018,73,0
10,3,2018,219,0
10,4,2018,212,0
10,5,2018,235,0
10,6,2018,251,0
10,7,2018,260,0
10,8,2018,260,0
10,9,2018,256,0
10,10,2018,267,0
10,11,2018,268,0
10,12,2018,244,0
10,1,2019,245,0
10,2,2019,255,0
10,3,2019,254,0
10,4,2019,259,0
10,5,2019,290,0
10,6,2019,299,0
10,7,2019,306,0
10,8,2019,330,0
10,9,2019,323,0
10,10,2019,319,0
10,11,2019,291,0
10,12,2019,299,0
10,1,2020,303,0
10,2,2020,327,0
10,3,2020,331,0
10,4,2020,344,0
10,5,2020,343,0
10,6,2020,345,0
10,7,2020,351,0
10,8,2020,352,0
10,9,2020,448,0
10,10,2020,347,0
10,11,2020,340,0
10,12,2020,345,0
10,1,2021,347,0
10,2,2021,347,0
10,3,2021,348,0
10,4,2021,360,0
10,5,2021,354,0
10,6,2021,359,0
10,7,2021,360,0
10,8,2021,365,0
10,9,2021,370,0
10,10,2021,376,0
10,11,2021,379,0
10,12,2021,381,0
10,1,2022,384,0
10,2,2022,378,0
10,3,2022,381,0
10,4,2022,380,0
10,5,2022,382,0
11,1,2017,0,0
11,2,2017,0,0
11,3,2017,0,0
11,4,2017,0,0
11,5,2017,131,0
11,6,2017,140,0
11,7,2017,131,0
11,8,2017,120,0
11,9,2017,120,0
11,10,2017,120,0
11,11,2017,120,0
11,12,2017,106,0
11,1,2018,113,0
11,2,2018,113,0
11,3,2018,113,0
11,4,2018,127,0
11,5,2018,130,0
11,6,2018,148,0
11,7,2018,145,0
11,8,2018,151,0
11,9,2018,152,0
11,10,2018,152,0
11,11,2018,159,0
11,12,2018,165,0
11,1,2019,172,0
11,2,2019,201,0
11,3,2019,206,0
11,4,2019,215,0
11,5,2019,273,0
11,6,2019,282,0
11,7,2019,277,0
11,8,2019,245,0
11,9,2019,230,0
11,10,2019,237,0
11,11,2019,199,0
11,12,2019,205,0
11,1,2020,204,0
11,2,2020,201,0
11,3,2020,203,0
11,4,2020,209,0
11,5,2020,204,0
11,6,2020,230,0
11,7,2020,218,0
11,8,2020,225,0
11,9,2020,228,0
11,10,2020,231,0
11,11,2020,229,0
11,12,2020,229,0
11,1,2021,232,0
11,2,2021,227,0
11,3,2021,231,0
11,4,2021,232,0
11,5,2021,232,0
11,6,2021,238,0
11,7,2021,235,0
11,8,2021,238,0
11,9,2021,238,0
11,10,2021,243,0
11,11,2021,243,0
11,12,2021,242,0
11,1,2022,243,0
11,2,2022,244,0
11,3,2022,237,0
11,4,2022,240,0
11,5,2022,233,0
12,1,2017,29,0
12,2,2017,29,0
12,3,2017,39,0
12,4,2017,41,0
12,5,2017,36,0
12,6,2017,41,0
12,7,2017,43,0
12,8,2017,43,0
12,9,2017,43,0
12,10,2017,42,0
12,11,2017,43,0
12,12,2017,42,0
12,1,2018,34,0
12,2,2018,25,0
12,3,2018,26,0
12,4,2018,22,0
12,5,2018,23,0
12,6,2018,35,0
12,7,2018,36,0
12,8,2018,42,0
12,9,2018,44,0
12,10,2018,47,0
12,11,2018,52,0
12,12,2018,53,0
12,1,2019,59,0
12,2,2019,61,0
12,3,2019,59,0
12,4,2019,64,0
12,5,2019,62,0
12,6,2019,64,0
12,7,2019,67,0
12,8,2019,69,0
12,9,2019,72,0
12,10,2019,72,0
12,11,2019,79,0
12,12,2019,80,0
12,1,2020,79,0
12,2,2020,78,0
12,3,2020,82,0
12,4,2020,79,0
12,5,2020,74,0
12,6,2020,72,0
12,7,2020,73,0
12,8,2020,75,0
12,9,2020,75,0
12,10,2020,74,0
12,11,2020,74,0
12,12,2020,76,0
12,1,2021,75,0
12,2,2021,74,0
12,3,2021,74,0
12,4,2021,75,0
12,5,2021,78,0
12,6,2021,78,0
12,7,2021,78,0
12,8,2021,78,0
12,9,2021,78,0
12,10,2021,79,0
12,11,2021,80,0
12,12,2021,81,0
12,1,2022,82,0
12,2,2022,81,0
12,3,2022,78,0
12,4,2022,78,0
12,5,2022,79,0
Bình Tân,1,2017,0,0
Bình Tân,2,2017,39,0
Bình Tân,3,2017,61,0
Bình Tân,4,2017,59,0
Bình Tân,5,2017,59,0
Bình Tân,6,2017,54,0
Bình Tân,7,2017,54,0
Bình Tân,8,2017,54,0
Bình Tân,9,2017,54,0
Bình Tân,10,2017,54,0
Bình Tân,11,2017,54,0
Bình Tân,12,2017,54,0
Bình Tân,1,2018,49,0
Bình Tân,2,2018,49,0
Bình Tân,3,2018,45,0
Bình Tân,4,2018,45,0
Bình Tân,5,2018,53,0
Bình Tân,6,2018,55,0
Bình Tân,7,2018,56,0
Bình Tân,8,2018,58,0
Bình Tân,9,2018,58,0
Bình Tân,10,2018,60,0
Bình Tân,11,2018,63,0
Bình Tân,12,2018,63,0
Bình Tân,1,2019,67,0
Bình Tân,2,2019,75,0
Bình Tân,3,2019,76,0
Bình Tân,4,2019,79,0
Bình Tân,5,2019,79,0
Bình Tân,6,2019,82,0
Bình Tân,7,2019,211,0
Bình Tân,8,2019,208,0
Bình Tân,9,2019,219,0
Bình Tân,10,2019,201,0
Bình Tân,11,2019,188,0
Bình Tân,12,2019,167,0
Bình Tân,1,2020,106,0
Bình Tân,2,2020,102,0
Bình Tân,3,2020,95,0
Bình Tân,4,2020,98,0
Bình Tân,5,2020,100,0
Bình Tân,6,2020,103,0
Bình Tân,7,2020,102,0
Bình Tân,8,2020,102,0
Bình Tân,9,2020,102,0
Bình Tân,10,2020,102,0
Bình Tân,11,2020,102,0
Bình Tân,12,2020,101,0
Bình Tân,1,2021,101,0
Bình Tân,2,2021,101,0
Bình Tân,3,2021,101,0
Bình Tân,4,2021,101,0
Bình Tân,5,2021,102,0
Bình Tân,6,2021,104,0
Bình Tân,7,2021,105,0
Bình Tân,8,2021,103,0
Bình Tân,9,2021,104,0
Bình Tân,10,2021,106,0
Bình Tân,11,2021,107,0
Bình Tân,12,2021,107,0
Bình Tân,1,2022,106,0
Bình Tân,2,2022,107,0
Bình Tân,3,2022,107,0
Bình Tân,4,2022,108,0
Bình Tân,5,2022,107,0
Bình Thạnh,1,2017,72,0
Bình Thạnh,2,2017,72,0
Bình Thạnh,3,2017,78,0
Bình Thạnh,4,2017,92,0
Bình Thạnh,5,2017,115,0
Bình Thạnh,6,2017,127,0
Bình Thạnh,7,2017,116,0
Bình Thạnh,8,2017,116,0
Bình Thạnh,9,2017,114,0
Bình Thạnh,10,2017,113,0
Bình Thạnh,11,2017,113,0
Bình Thạnh,12,2017,92,0
Bình Thạnh,1,2018,89,0
Bình Thạnh,2,2018,89,0
Bình Thạnh,3,2018,98,0
Bình Thạnh,4,2018,101,0
Bình Thạnh,5,2018,103,0
Bình Thạnh,6,2018,105,0
Bình Thạnh,7,2018,114,0
Bình Thạnh,8,2018,119,0
Bình Thạnh,9,2018,137,0
Bình Thạnh,10,2018,152,0
Bình Thạnh,11,2018,168,0
Bình Thạnh,12,2018,168,0
Bình Thạnh,1,2019,162,0
Bình Thạnh,2,2019,162,0
Bình Thạnh,3,2019,165,0
Bình Thạnh,4,2019,162,0
Bình Thạnh,5,2019,178,0
Bình Thạnh,6,2019,181,0
Bình Thạnh,7,2019,184,0
Bình Thạnh,8,2019,187,0
Bình Thạnh,9,2019,187,0
Bình Thạnh,10,2019,194,0
Bình Thạnh,11,2019,189,0
Bình Thạnh,12,2019,182,0
Bình Thạnh,1,2020,176,0
Bình Thạnh,2,2020,185,0
Bình Thạnh,3,2020,178,0
Bình Thạnh,4,2020,178,0
Bình Thạnh,5,2020,204,0
Bình Thạnh,6,2020,207,0
Bình Thạnh,7,2020,202,0
Bình Thạnh,8,2020,207,0
Bình Thạnh,9,2020,209,0
Bình Thạnh,10,2020,204,0
Bình Thạnh,11,2020,202,0
Bình Thạnh,12,2020,204,0
Bình Thạnh,1,2021,204,0
Bình Thạnh,2,2021,203,0
Bình Thạnh,3,2021,205,0
Bình Thạnh,4,2021,208,0
Bình Thạnh,5,2021,205,0
Bình Thạnh,6,2021,203,0
Bình Thạnh,7,2021,205,0
Bình Thạnh,8,2021,201,0
Bình Thạnh,9,2021,195,0
Bình Thạnh,10,2021,196,0
Bình Thạnh,11,2021,201,0
Bình Thạnh,12,2021,207,0
Bình Thạnh,1,2022,210,0
Bình Thạnh,2,2022,202,0
Bình Thạnh,3,2022,206,0
Bình Thạnh,4,2022,201,0
Bình Thạnh,5,2022,191,0
Gò Vấp,1,2017,43,0
Gò Vấp,2,2017,43,0
Gò Vấp,3,2017,81,0
Gò Vấp,4,2017,69,0
Gò Vấp,5,2017,59,0
Gò Vấp,6,2017,65,0
Gò Vấp,7,2017,69,0
Gò Vấp,8,2017,70,0
Gò Vấp,9,2017,70,0
Gò Vấp,10,2017,73,0
Gò Vấp,11,2017,78,0
Gò Vấp,12,2017,84,0
Gò Vấp,1,2018,74,0
Gò Vấp,2,2018,73,0
Gò Vấp,3,2018,69,0
Gò Vấp,4,2018,67,0
Gò Vấp,5,2018,74,0
Gò Vấp,6,2018,78,0
Gò Vấp,7,2018,88,0
Gò Vấp,8,2018,89,0
Gò Vấp,9,2018,94,0
Gò Vấp,10,2018,95,0
Gò Vấp,11,2018,94,0
Gò Vấp,12,2018,98,0
Gò Vấp,1,2019,107,0
Gò Vấp,2,2019,107,0
Gò Vấp,3,2019,115,0
Gò Vấp,4,2019,125,0
Gò Vấp,5,2019,124,0
Gò Vấp,6,2019,130,0
Gò Vấp,7,2019,127,0
Gò Vấp,8,2019,130,0
Gò Vấp,9,2019,135,0
Gò Vấp,10,2019,308,0
Gò Vấp,11,2019,302,0
Gò Vấp,12,2019,303,0
Gò Vấp,1,2020,337,0
Gò Vấp,2,2020,344,0
Gò Vấp,3,2020,300,0
Gò Vấp,4,2020,136,0
Gò Vấp,5,2020,137,0
Gò Vấp,6,2020,141,0
Gò Vấp,7,2020,142,0
Gò Vấp,8,2020,145,0
Gò Vấp,9,2020,145,0
Gò Vấp,10,2020,141,0
Gò Vấp,11,2020,142,0
Gò Vấp,12,2020,142,0
Gò Vấp,1,2021,142,0
Gò Vấp,2,2021,142,0
Gò Vấp,3,2021,143,0
Gò Vấp,4,2021,142,0
Gò Vấp,5,2021,144,0
Gò Vấp,6,2021,148,0
Gò Vấp,7,2021,146,0
Gò Vấp,8,2021,148,0
Gò Vấp,9,2021,146,0
Gò Vấp,10,2021,147,0
Gò Vấp,11,2021,153,0
Gò Vấp,12,2021,157,0
Gò Vấp,1,2022,153,0
Gò Vấp,2,2022,150,0
Gò Vấp,3,2022,145,0
Gò Vấp,4,2022,145,0
Gò Vấp,5,2022,141,0
Phú Nhuận,1,2017,104,0
Phú Nhuận,2,2017,104,0
Phú Nhuận,3,2017,117,0
Phú Nhuận,4,2017,124,0
Phú Nhuận,5,2017,148,0
Phú Nhuận,6,2017,146,0
Phú Nhuận,7,2017,142,0
Phú Nhuận,8,2017,142,0
Phú Nhuận,9,2017,142,0
Phú Nhuận,10,2017,142,0
Phú Nhuận,11,2017,142,0
Phú Nhuận,12,2017,110,0
Phú Nhuận,1,2018,107,0
Phú Nhuận,2,2018,98,0
Phú Nhuận,3,2018,111,0
Phú Nhuận,4,2018,109,0
Phú Nhuận,5,2018,148,0
Phú Nhuận,6,2018,152,0
Phú Nhuận,7,2018,151,0
Phú Nhuận,8,2018,168,0
Phú Nhuận,9,2018,177,0
Phú Nhuận,10,2018,173,0
Phú Nhuận,11,2018,169,0
Phú Nhuận,12,2018,177,0
Phú Nhuận,1,2019,190,0
Phú Nhuận,2,2019,182,0
Phú Nhuận,3,2019,189,0
Phú Nhuận,4,2019,205,0
Phú Nhuận,5,2019,194,0
Phú Nhuận,6,2019,209,0
Phú Nhuận,7,2019,207,0
Phú Nhuận,8,2019,206,0
Phú Nhuận,9,2019,222,0
Phú Nhuận,10,2019,231,0
Phú Nhuận,11,2019,292,0
Phú Nhuận,12,2019,292,0
Phú Nhuận,1,2020,298,0
Phú Nhuận,2,2020,273,0
Phú Nhuận,3,2020,270,0
Phú Nhuận,4,2020,266,0
Phú Nhuận,5,2020,226,0
Phú Nhuận,6,2020,233,0
Phú Nhuận,7,2020,247,0
Phú Nhuận,8,2020,249,0
Phú Nhuận,9,2020,254,0
Phú Nhuận,10,2020,257,0
Phú Nhuận,11,2020,259,0
Phú Nhuận,12,2020,269,0
Phú Nhuận,1,2021,262,0
Phú Nhuận,2,2021,258,0
Phú Nhuận,3,2021,255,0
Phú Nhuận,4,2021,263,0
Phú Nhuận,5,2021,261,0
Phú Nhuận,6,2021,261,0
Phú Nhuận,7,2021,261,0
Phú Nhuận,8,2021,264,0
Phú Nhuận,9,2021,272,0
Phú Nhuận,10,2021,273,0
Phú Nhuận,11,2021,273,0
Phú Nhuận,12,2021,273,0
Phú Nhuận,1,2022,277,0
Phú Nhuận,2,2022,271,0
Phú Nhuận,3,2022,274,0
Phú Nhuận,4,2022,257,0
Phú Nhuận,5,2022,247,0
Tân Bình,1,2017,0,0
Tân Bình,2,2017,95,0
Tân Bình,3,2017,95,0
Tân Bình,4,2017,102,0
Tân Bình,5,2017,106,0
Tân Bình,6,2017,107,0
Tân Bình,7,2017,116,0
Tân Bình,8,2017,116,0
Tân Bình,9,2017,116,0
Tân Bình,10,2017,116,0
Tân Bình,11,2017,113,0
Tân Bình,12,2017,115,0
Tân Bình,1,2018,101,0
Tân Bình,2,2018,101,0
Tân Bình,3,2018,105,0
Tân Bình,4,2018,105,0
Tân Bình,5,2018,105,0
Tân Bình,6,2018,114,0
Tân Bình,7,2018,111,0
Tân Bình,8,2018,114,0
Tân Bình,9,2018,120,0
Tân Bình,10,2018,128,0
Tân Bình,11,2018,137,0
Tân Bình,12,2018,143,0
Tân Bình,1,2019,162,0
Tân Bình,2,2019,159,0
Tân Bình,3,2019,163,0
Tân Bình,4,2019,164,0
Tân Bình,5,2019,163,0
Tân Bình,6,2019,156,0
Tân Bình,7,2019,152,0
Tân Bình,8,2019,186,0
Tân Bình,9,2019,192,0
Tân Bình,10,2019,197,0
Tân Bình,11,2019,207,0
Tân Bình,12,2019,227,0
Tân Bình,1,2020,241,0
Tân Bình,2,2020,213,0
Tân Bình,3,2020,472,0
Tân Bình,4,2020,396,0
Tân Bình,5,2020,316,0
Tân Bình,6,2020,248,0
Tân Bình,7,2020,231,0
Tân Bình,8,2020,233,0
Tân Bình,9,2020,197,0
Tân Bình,10,2020,198,0
Tân Bình,11,2020,198,0
Tân Bình,12,2020,195,0
Tân Bình,1,2021,195,0
Tân Bình,2,2021,195,0
Tân Bình,3,2021,197,0
Tân Bình,4,2021,198,0
Tân Bình,5,2021,196,0
Tân Bình,6,2021,196,0
Tân Bình,7,2021,196,0
Tân Bình,8,2021,196,0
Tân Bình,9,2021,187,0
Tân Bình,10,2021,188,0
Tân Bình,11,2021,190,0
Tân Bình,12,2021,193,0
Tân Bình,1,2022,193,0
Tân Bình,2,2022,190,0
Tân Bình,3,2022,189,0
Tân Bình,4,2022,192,0
Tân Bình,5,2022,194,0
Tân Phú,1,2017,0,0
Tân Phú,2,2017,65,0
Tân Phú,3,2017,66,0
Tân Phú,4,2017,66,0
Tân Phú,5,2017,71,0
Tân Phú,6,2017,86,0
Tân Phú,7,2017,82,0
Tân Phú,8,2017,82,0
Tân Phú,9,2017,82,0
Tân Phú,10,2017,82,0
Tân Phú,11,2017,85,0
Tân Phú,12,2017,77,0
Tân Phú,1,2018,76,0
Tân Phú,2,2018,73,0
Tân Phú,3,2018,77,0
Tân Phú,4,2018,74,0
Tân Phú,5,2018,76,0
Tân Phú,6,2018,81,0
Tân Phú,7,2018,84,0
Tân Phú,8,2018,86,0
Tân Phú,9,2018,88,0
Tân Phú,10,2018,95,0
Tân Phú,11,2018,99,0
Tân Phú,12,2018,100,0
Tân Phú,1,2019,100,0
Tân Phú,2,2019,100,0
Tân Phú,3,2019,101,0
Tân Phú,4,2019,118,0
Tân Phú,5,2019,119,0
Tân Phú,6,2019,121,0
Tân Phú,7,2019,126,0
Tân Phú,8,2019,127,0
Tân Phú,9,2019,137,0
Tân Phú,10,2019,137,0
Tân Phú,11,2019,138,0
Tân Phú,12,2019,137,0
Tân Phú,1,2020,140,0
Tân Phú,2,2020,138,0
Tân Phú,3,2020,220,0
Tân Phú,4,2020,102,0
Tân Phú,5,2020,199,0
Tân Phú,6,2020,189,0
Tân Phú,7,2020,183,0
Tân Phú,8,2020,181,0
Tân Phú,9,2020,140,0
Tân Phú,10,2020,140,0
Tân Phú,11,2020,140,0
Tân Phú,12,2020,140,0
Tân Phú,1,2021,140,0
Tân Phú,2,2021,140,0
Tân Phú,3,2021,141,0
Tân Phú,4,2021,141,0
Tân Phú,5,2021,140,0
Tân Phú,6,2021,142,0
Tân Phú,7,2021,145,0
Tân Phú,8,2021,145,0
Tân Phú,9,2021,147,0
Tân Phú,10,2021,149,0
Tân Phú,11,2021,152,0
Tân Phú,12,2021,152,0
Tân Phú,1,2022,148,0
Tân Phú,2,2022,149,0
Tân Phú,3,2022,143,0
Tân Phú,4,2022,144,0
Tân Phú,5,2022,142,0
Thủ Đức,1,2017,0,0
Thủ Đức,2,2017,0,0
Thủ Đức,3,2017,0,0
Thủ Đức,4,2017,0,0
Thủ Đức,5,2017,54,0
Thủ Đức,6,2017,54,0
Thủ Đức,7,2017,44,0
Thủ Đức,8,2017,44,0
Thủ Đức,9,2017,42,0
Thủ Đức,10,2017,42,0
Thủ Đức,11,2017,42,0
Thủ Đức,12,2017,41,0
Thủ Đức,1,2018,34,0
Thủ Đức,2,2018,30,0
Thủ Đức,3,2018,41,0
Thủ Đức,4,2018,41,0
Thủ Đức,5,2018,43,0
Thủ Đức,6,2018,42,0
Thủ Đức,7,2018,45,0
Thủ Đức,8,2018,49,0
Thủ Đức,9,2018,59,0
Thủ Đức,10,2018,60,0
Thủ Đức,11,2018,78,0
Thủ Đức,12,2018,79,0
Thủ Đức,1,2019,81,0
Thủ Đức,2,2019,87,0
Thủ Đức,3,2019,92,0
Thủ Đức,4,2019,91,0
Thủ Đức,5,2019,87,0
Thủ Đức,6,2019,85,0
Thủ Đức,7,2019,88,0
Thủ Đức,8,2019,87,0
Thủ Đức,9,2019,85,0
Thủ Đức,10,2019,88,0
Thủ Đức,11,2019,91,0
Thủ Đức,12,2019,93,0
Thủ Đức,1,2020,94,0
Thủ Đức,2,2020,94,0
Thủ Đức,3,2020,94,0
Thủ Đức,4,2020,93,0
Thủ Đức,5,2020,89,0
Thủ Đức,6,2020,90,0
Thủ Đức,7,2020,94,0
Thủ Đức,8,2020,94,0
Thủ Đức,9,2020,95,0
Thủ Đức,10,2020,96,0
Thủ Đức,11,2020,96,0
Thủ Đức,12,2020,97,0
Thủ Đức,1,2021,97,0
Thủ Đức,2,2021,98,0
Thủ Đức,3,2021,96,0
Thủ Đức,4,2021,97,0
Thủ Đức,5,2021,97,0
Thủ Đức,6,2021,97,0
Thủ Đức,7,2021,97,0
Thủ Đức,8,2021,98,0
Thủ Đức,9,2021,101,0
Thủ Đức,10,2021,106,0
Thủ Đức,11,2021,109,0
Thủ Đức,12,2021,116,0
Thủ Đức,1,2022,115,0
Thủ Đức,2,2022,115,0
Thủ Đức,3,2022,117,0
Thủ Đức,4,2022,118,0
Thủ Đức,5,2022,116,0
Hóc Môn,1,2017,0,0
Hóc Môn,2,2017,0,0
Hóc Môn,3,2017,0,0
Hóc Môn,4,2017,0,0
Hóc Môn,5,2017,13,0
Hóc Môn,6,2017,13,0
Hóc Môn,7,2017,13,0
Hóc Môn,8,2017,13,0
Hóc Môn,9,2017,13,0
Hóc Môn,10,2017,13,0
Hóc Môn,11,2017,53,0
Hóc Môn,12,2017,53,0
Hóc Môn,1,2018,53,0
Hóc Môn,2,2018,53,0
Hóc Môn,3,2018,37,0
Hóc Môn,4,2018,38,0
Hóc Môn,5,2018,37,0
Hóc Môn,6,2018,38,0
Hóc Môn,7,2018,39,0
Hóc Môn,8,2018,38,0
Hóc Môn,9,2018,42,0
Hóc Môn,10,2018,41,0
Hóc Môn,11,2018,41,0
Hóc Môn,12,2018,43,0
Hóc Môn,1,2019,45,0
Hóc Môn,2,2019,47,0
Hóc Môn,3,2019,46,0
Hóc Môn,4,2019,46,0
Hóc Môn,5,2019,44,0
Hóc Môn,6,2019,42,0
Hóc Môn,7,2019,42,0
Hóc Môn,8,2019,41,0
Hóc Môn,9,2019,42,0
Hóc Môn,10,2019,43,0
Hóc Môn,11,2019,45,0
Hóc Môn,12,2019,46,0
Hóc Môn,1,2020,49,0
Hóc Môn,2,2020,54,0
Hóc Môn,3,2020,54,0
Hóc Môn,4,2020,54,0
Hóc Môn,5,2020,52,0
Hóc Môn,6,2020,50,0
Hóc Môn,7,2020,50,0
Hóc Môn,8,2020,50,0
Hóc Môn,9,2020,51,0
Hóc Môn,10,2020,51,0
Hóc Môn,11,2020,51,0
Hóc Môn,12,2020,50,0
Hóc Môn,1,2021,51,0
Hóc Môn,2,2021,51,0
Hóc Môn,3,2021,52,0
Hóc Môn,4,2021,52,0
Hóc Môn,5,2021,52,0
Hóc Môn,6,2021,58,0
Hóc Môn,7,2021,58,0
Hóc Môn,8,2021,59,0
Hóc Môn,9,2021,61,0
Hóc Môn,10,2021,61,0
Hóc Môn,11,2021,62,0
Hóc Môn,12,2021,62,0
Hóc Môn,1,2022,60,0
Hóc Môn,2,2022,61,0
Hóc Môn,3,2022,61,0
Hóc Môn,4,2022,57,0
Hóc Môn,5,2022,54,0
Bình Chánh,1,2017,0,0
Bình Chánh,2,2017,0,0
Bình Chánh,3,2017,48,0
Bình Chánh,4,2017,48,0
Bình Chánh,5,2017,228,0
Bình Chánh,6,2017,92,0
Bình Chánh,7,2017,92,0
Bình Chánh,8,2017,92,0
Bình Chánh,9,2017,92,0
Bình Chánh,10,2017,80,0
Bình Chánh,11,2017,44,0
Bình Chánh,12,2017,33,0
Bình Chánh,1,2018,33,0
Bình Chánh,2,2018,33,0
Bình Chánh,3,2018,33,0
Bình Chánh,4,2018,33,0
Bình Chánh,5,2018,33,0
Bình Chánh,6,2018,7,0
Bình Chánh,7,2018,7,0
Bình Chánh,8,2018,7,0
Bình Chánh,9,2018,7,0
Bình Chánh,10,2018,20,0
Bình Chánh,11,2018,26,0
Bình Chánh,12,2018,26,0
Bình Chánh,1,2019,26,0
Bình Chánh,2,2019,26,0
Bình Chánh,3,2019,33,0
Bình Chánh,4,2019,48,0
Bình Chánh,5,2019,44,0
Bình Chánh,6,2019,45,0
Bình Chánh,7,2019,45,0
Bình Chánh,8,2019,47,0
Bình Chánh,9,2019,45,0
Bình Chánh,10,2019,48,0
Bình Chánh,11,2019,58,0
Bình Chánh,12,2019,56,0
Bình Chánh,1,2020,62,0
Bình Chánh,2,2020,62,0
Bình Chánh,3,2020,64,0
Bình Chánh,4,2020,66,0
Bình Chánh,5,2020,64,0
Bình Chánh,6,2020,66,0
Bình Chánh,7,2020,61,0
Bình Chánh,8,2020,64,0
Bình Chánh,9,2020,64,0
Bình Chánh,10,2020,63,0
Bình Chánh,11,2020,63,0
Bình Chánh,12,2020,63,0
Bình Chánh,1,2021,64,0
Bình Chánh,2,2021,59,0
Bình Chánh,3,2021,60,0
Bình Chánh,4,2021,60,0
Bình Chánh,5,2021,60,0
Bình Chánh,6,2021,60,0
Bình Chánh,7,2021,60,0
Bình Chánh,8,2021,61,0
Bình Chánh,9,2021,63,0
Bình Chánh,10,2021,67,0
Bình Chánh,11,2021,67,0
Bình Chánh,12,2021,73,0
Bình Chánh,1,2022,75,0
Bình Chánh,2,2022,77,0
Bình Chánh,3,2022,75,0
Bình Chánh,4,2022,79,0
Bình Chánh,5,2022,83,0
Nhà Bè,1,2017,0,0
Nhà Bè,2,2017,0,0
Nhà Bè,3,2017,0,0
Nhà Bè,4,2017,15,0
Nhà Bè,5,2017,15,0
Nhà Bè,6,2017,15,0
Nhà Bè,7,2017,15,0
Nhà Bè,8,2017,15,0
Nhà Bè,9,2017,15,0
Nhà Bè,10,2017,15,0
Nhà Bè,11,2017,15,0
Nhà Bè,12,2017,15,0
Nhà Bè,1,2018,15,0
Nhà Bè,2,2018,41,0
Nhà Bè,3,2018,41,0
Nhà Bè,4,2018,41,0
Nhà Bè,5,2018,39,0
Nhà Bè,6,2018,39,0
Nhà Bè,7,2018,33,0
Nhà Bè,8,2018,34,0
Nhà Bè,9,2018,39,0
Nhà Bè,10,2018,39,0
Nhà Bè,11,2018,40,0
Nhà Bè,12,2018,40,0
Nhà Bè,1,2019,49,0
Nhà Bè,2,2019,51,0
Nhà Bè,3,2019,52,0
Nhà Bè,4,2019,50,0
Nhà Bè,5,2019,51,0
Nhà Bè,6,2019,51,0
Nhà Bè,7,2019,78,0
Nhà Bè,8,2019,75,0
Nhà Bè,9,2019,77,0
Nhà Bè,10,2019,75,0
Nhà Bè,11,2019,74,0
Nhà Bè,12,2019,72,0
Nhà Bè,1,2020,66,0
Nhà Bè,2,2020,59,0
Nhà Bè,3,2020,57,0
Nhà Bè,4,2020,60,0
Nhà Bè,5,2020,67,0
Nhà Bè,6,2020,63,0
Nhà Bè,7,2020,63,0
Nhà Bè,8,2020,65,0
Nhà Bè,9,2020,66,0
Nhà Bè,10,2020,66,0
Nhà Bè,11,2020,67,0
Nhà Bè,12,2020,72,0
Nhà Bè,1,2021,71,0
Nhà Bè,2,2021,71,0
Nhà Bè,3,2021,73,0
Nhà Bè,4,2021,80,0
Nhà Bè,5,2021,80,0
Nhà Bè,6,2021,80,0
Nhà Bè,7,2021,81,0
Nhà Bè,8,2021,85,0
Nhà Bè,9,2021,85,0
Nhà Bè,10,2021,90,0
Nhà Bè,11,2021,92,0
Nhà Bè,12,2021,94,0
Nhà Bè,1,2022,99,0
Nhà Bè,2,2022,101,0
Nhà Bè,3,2022,101,0
Nhà Bè,4,2022,72,0
Nhà Bè,5,2022,69,0
